,Date,salesQ,skuNum
1197,2014-10-28,27,FTRCC-BLKWVE
1198,2014-10-28,24,FTRCC-FRST
1199,2014-10-28,11,FTRCC-BIGBLUE
1200,2014-10-28,5,FTRCC-RAINBOW
1201,2014-10-28,15,FTRCC-BSSLET
1202,2014-10-28,26,FTR-SILVER1000
1203,2014-10-28,16,FTR-BLUE1000
1204,2014-10-28,5,FTR-BLUE500
1205,2014-10-28,2,FTR-GRN
1206,2014-10-28,7,FTR-BLUE
1207,2014-10-28,10,FTR-SLV
